GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Speed (OBD)(mph),Engine RPM(rpm),Trip Distance(miles),Throttle Position(Manifold)(%)
Thu Feb 18 17:09:07 EST 2016,18-Feb-2016 17:09:06.403,-75.75131214,39.66459214,0.75,10.0,-13.699999809265137,323.3,1.4173675,8.389283,4.4436383,-0.0025399327,0.0,1135.0,-,18.039215087890625
Thu Feb 18 17:09:07 EST 2016,18-Feb-2016 17:09:06.503,-75.75131214,39.66459214,0.75,10.0,-13.699999809265137,323.3,0.842759,9.346964,3.9839516,0.058294713,0.0,1139.0,-,18.039215087890625
Thu Feb 18 17:09:07 EST 2016,18-Feb-2016 17:09:06.603,-75.75131214,39.66459214,0.75,10.0,-13.699999809265137,323.3,1.3790601,9.308656,3.2561142,0.03405279,0.0,1139.0,-,18.039215087890625
Thu Feb 18 17:09:07 EST 2016,18-Feb-2016 17:09:06.703,-75.75131214,39.66459214,0.75,10.0,-13.699999809265137,323.3,0.8810662,9.80665,3.1794999,0.07371777,0.0,1138.25,-,18.039215087890625
Thu Feb 18 17:09:07 EST 2016,18-Feb-2016 17:09:06.803,-75.75131214,39.66459214,0.75,10.0,-13.699999809265137,323.3,0.9959879,9.653421,3.1411927,0.058793366,0.0,1138.25,-,18.039215087890625
Thu Feb 18 17:09:07 EST 2016,18-Feb-2016 17:09:06.903,-75.75131214,39.66459214,0.75,10.0,-13.699999809265137,323.3,0.6512229,9.921572,2.9879637,0.07732588,0.0,1126.5,-,18.039215087890625
Thu Feb 18 17:09:07 EST 2016,18-Feb-2016 17:09:07.003,-75.75131214,39.66459214,0.75,10.0,-13.699999809265137,323.3,1.6472107,8.504205,3.7924154,-0.017078757,0.0,1126.5,-,18.039215087890625
Thu Feb 18 17:09:07 EST 2016,18-Feb-2016 17:09:07.106,-75.75131214,39.66459214,0.75,10.0,-13.699999809265137,323.3,0.0,8.925584,4.2521024,0.026816308,0.0,1137.5,-,18.039215087890625
Thu Feb 18 17:09:08 EST 2016,18-Feb-2016 17:09:07.203,-75.75132618,39.66458954,0.0,10.0,-15.600000381469727,0.0,0.6512229,9.653421,4.0222588,0.087107,0.0,1137.5,-,18.039215087890625
Thu Feb 18 17:09:08 EST 2016,18-Feb-2016 17:09:07.303,-75.75132618,39.66458954,0.0,10.0,-15.600000381469727,0.0,0.9576807,9.308656,3.7924154,0.04826206,0.0,1127.25,-,18.039215087890625
Thu Feb 18 17:09:08 EST 2016,18-Feb-2016 17:09:07.403,-75.75132618,39.66458954,0.0,10.0,-15.600000381469727,0.0,1.4173675,8.925584,3.6774938,0.013596714,0.0,1127.25,-,18.039215087890625
Thu Feb 18 17:09:08 EST 2016,18-Feb-2016 17:09:07.503,-75.75132618,39.66458954,0.0,10.0,-15.600000381469727,0.0,1.1109096,9.11712,3.5625722,0.023208916,0.0,1125.0,-,18.039215087890625
Thu Feb 18 17:09:08 EST 2016,18-Feb-2016 17:09:07.603,-75.75132618,39.66458954,0.0,10.0,-15.600000381469727,0.0,1.1875241,8.350976,4.098873,-0.025021017,0.0,1125.0,-,18.039215087890625
Thu Feb 18 17:09:08 EST 2016,18-Feb-2016 17:09:07.703,-75.75132618,39.66458954,0.0,10.0,-15.600000381469727,0.0,0.5746084,7.8146744,3.4476504,-0.10834956,0.0,1121.75,-,18.039215087890625
Thu Feb 18 17:09:08 EST 2016,18-Feb-2016 17:09:07.803,-75.75132618,39.66458954,0.0,10.0,-15.600000381469727,0.0,-0.45968673,8.810662,2.336741,-0.0506379,0.0,1121.75,-,18.039215087890625
Thu Feb 18 17:09:08 EST 2016,18-Feb-2016 17:09:07.903,-75.75132618,39.66458954,0.0,10.0,-15.600000381469727,0.0,-1.0726024,10.266336,1.9153614,0.08917493,0.0,1121.75,-,18.039215087890625
Thu Feb 18 17:09:08 EST 2016,18-Feb-2016 17:09:08.003,-75.75132618,39.66458954,0.0,10.0,-15.600000381469727,0.0,0.22984336,9.959879,1.685518,0.048980296,0.0,1129.5,-,18.039215087890625
Thu Feb 18 17:09:08 EST 2016,18-Feb-2016 17:09:08.103,-75.75132618,39.66458954,0.0,10.0,-15.600000381469727,0.0,-0.038307227,9.959879,1.8387469,0.051442325,0.0,1129.5,-,18.039215087890625
Thu Feb 18 17:09:08 EST 2016,18-Feb-2016 17:09:08.202,-75.75132618,39.66458954,0.0,10.0,-15.600000381469727,0.0,0.5746084,9.883265,1.9153614,0.046883404,0.0,1122.5,-,18.039215087890625
Thu Feb 18 17:09:09 EST 2016,18-Feb-2016 17:09:08.303,-75.75132972,39.66459033,0.0,9.0,-16.100000381469727,0.0,1.0726024,9.653421,1.0342951,0.0146923065,0.0,1122.5,-,18.039215087890625
Thu Feb 18 17:09:09 EST 2016,18-Feb-2016 17:09:08.403,-75.75132972,39.66459033,0.0,9.0,-16.100000381469727,0.0,1.340753,8.0445175,1.2258313,-0.1403178,0.0,1134.25,-,18.039215087890625
Thu Feb 18 17:09:09 EST 2016,18-Feb-2016 17:09:08.503,-75.75132972,39.66459033,0.0,9.0,-16.100000381469727,0.0,0.6895301,8.734048,4.367024,0.016887486,0.0,1134.25,-,18.039215087890625
Thu Feb 18 17:09:09 EST 2016,18-Feb-2016 17:09:08.603,-75.75132972,39.66459033,0.0,9.0,-16.100000381469727,0.0,0.91937345,9.308656,4.405331,0.07296568,0.0,1123.25,-,18.039215087890625
Thu Feb 18 17:09:09 EST 2016,18-Feb-2016 17:09:08.703,-75.75132972,39.66459033,0.0,9.0,-16.100000381469727,0.0,0.45968673,9.385271,3.6008794,0.04477471,0.0,1123.25,-,18.039215087890625
Thu Feb 18 17:09:09 EST 2016,18-Feb-2016 17:09:08.803,-75.75132972,39.66459033,0.0,9.0,-16.100000381469727,0.0,0.5363012,9.155427,3.7541082,0.029166281,0.0,1128.75,-,18.039215087890625
Thu Feb 18 17:09:09 EST 2016,18-Feb-2016 17:09:08.902,-75.75132972,39.66459033,0.0,9.0,-16.100000381469727,0.0,0.7278373,9.461885,3.064578,0.03555399,0.0,1128.75,-,18.039215087890625
